empresa,tipo_proyecto,region,numero_rca,año_rca,categoria_compromiso,frecuencia_reporte,responsable_area,dias_restantes,historial_incumplimientos,cantidad_documentos,presupuesto_asociado_usd,criticidad,cumplimiento_porcentaje,estado_avance,riesgo_incumplimiento
Colbun,Parque Solar,Los Lagos,RCA-2161,2014,Residuos,Mensual,Medio Ambiente,51,1,5.0,102444.0,Baja,63,En Proceso,Bajo
AES Andes,Parque Solar,Biobio,RCA-1815,2014,Arqueologia,Semestral,Permisos,157,1,8.0,101510.0,Media,75,En Proceso,Bajo
Engie,Linea de Transmision,Antofagasta,RCA-4766,2017,Calidad de Aguas,Anual,Operacion,10,1,17.0,67815.0,Media,47,En Proceso,Medio
Enel,Parque Eolico,Metropolitana,RCA-9945,2021,Ruido,Mensual,Medio Ambiente,15,2,18.0,73332.0,Baja,30,Pendiente,Alto
AES Andes,Parque Eolico,Coquimbo,RCA-5661,2025,Ruido,Trimestral,Operacion,21,0,27.0,94132.0,Baja,26,Pendiente,Alto
CGE,Subestacion,Coquimbo,RCA-9653,2021,Reforestacion,Trimestral,Medio Ambiente,147,2,31.0,112573.0,Baja,88,Completado,Bajo
Colbun,Subestacion,Biobio,RCA-4239,2016,Flora y Fauna,Trimestral,Construccion,276,1,4.0,53648.0,Alta,60,En Proceso,Medio
Enel,Linea de Transmision,Valparaiso,RCA-9272,2021,Emisiones Atmosfericas,Trimestral,Construccion,316,0,2.0,63180.0,Media,86,Completado,Bajo
Enel,Central Hidroelectrica,Atacama,RCA-3804,2023,Calidad de Aguas,Mensual,Operacion,70,1,5.0,70035.0,Alta,61,En Proceso,Medio
Engie,Parque Solar,Antofagasta,RCA-9031,2018,Residuos,Trimestral,Territorio,343,2,17.0,81489.0,Baja,70,En Proceso,Bajo
Enel,Central Hidroelectrica,Valparaiso,RCA-1869,2013,Emisiones Atmosfericas,Trimestral,Permisos,335,2,39.0,94318.0,Alta,94,Completado,Medio
CGE,Subestacion,Valparaiso,RCA-6526,2019,Ruido,Semestral,Permisos,260,2,32.0,92918.0,Baja,61,En Proceso,Bajo
CGE,Parque Eolico,Biobio,RCA-8741,2013,Arqueologia,Semestral,Territorio,131,0,29.0,86352.0,Media,60,En Proceso,Bajo
Transelec,Parque Eolico,Antofagasta,RCA-5694,2011,Reforestacion,Mensual,Operacion,135,1,16.0,55996.0,Media,65,En Proceso,Bajo
CGE,Parque Solar,Coquimbo,RCA-9998,2012,Reforestacion,Mensual,Territorio,22,1,1.0,70721.0,Media,6,Pendiente,Alto
AES Andes,Central Hidroelectrica,Atacama,RCA-2934,2010,Flora y Fauna,Anual,Permisos,211,1,12.0,41567.0,Alta,61,En Proceso,Medio
Enel,Subestacion,Coquimbo,RCA-6172,2010,Flora y Fauna,Trimestral,Medio Ambiente,93,2,19.0,99468.0,Alta,61,En Proceso,Medio
CGE,Linea de Transmision,Valparaiso,RCA-1703,2016,Ruido,Semestral,Territorio,247,1,9.0,75849.0,Media,64,En Proceso,Bajo
Engie,Parque Solar,Atacama,RCA-3523,2023,Calidad de Aguas,Mensual,Operacion,354,1,7.0,45896.0,Alta,72,En Proceso,Medio
Transelec,Parque Eolico,Metropolitana,RCA-3639,2025,Reforestacion,Trimestral,Operacion,21,2,30.0,133831.0,Alta,18,Pendiente,Alto
Enel,Parque Solar,Valparaiso,RCA-7159,2023,Emisiones Atmosfericas,Trimestral,Permisos,227,1,15.0,11307.0,Media,78,En Proceso,Bajo
Transelec,Linea de Transmision,Coquimbo,RCA-4909,2014,Flora y Fauna,Semestral,Permisos,214,1,4.0,73432.0,Alta,60,En Proceso,Medio
Enel,Parque Solar,Coquimbo,RCA-2164,2012,Ruido,Mensual,Construccion,103,5,6.0,107861.0,Alta,94,Completado,Medio
Engie,Subestacion,Biobio,RCA-1619,2016,Calidad de Aguas,Mensual,Construccion,17,2,38.0,62869.0,Alta,17,Pendiente,Alto
Transelec,Subestacion,Coquimbo,RCA-8982,2023,Ruido,Trimestral,Construccion,323,2,35.0,79136.0,Media,91,Completado,Bajo
Colbun,Parque Solar,Antofagasta,RCA-4066,2011,Ruido,Semestral,Medio Ambiente,274,1,2.0,86967.0,Media,91,Completado,Bajo
AES Andes,Parque Eolico,Valparaiso,RCA-5872,2012,Calidad de Aguas,Anual,Operacion,191,2,5.0,17817.0,Alta,67,En Proceso,Medio
AES Andes,Linea de Transmision,Los Lagos,RCA-9638,2010,Calidad de Aguas,Anual,Construccion,278,2,8.0,47754.0,Media,70,En Proceso,Bajo
Enel,Subestacion,Los Lagos,RCA-3337,2025,Calidad de Aguas,Anual,Operacion,137,1,30.0,73489.0,Media,79,En Proceso,Bajo
Colbun,Linea de Transmision,Atacama,RCA-9400,2017,Ruido,Mensual,Permisos,18,0,19.0,72949.0,Media,7,Pendiente,Alto
Transelec,Linea de Transmision,Coquimbo,RCA-6594,2011,Flora y Fauna,Mensual,Medio Ambiente,285,1,30.0,41340.0,Alta,87,Completado,Medio
Colbun,Parque Eolico,Biobio,RCA-3460,2024,Residuos,Mensual,Permisos,48,2,31.0,74501.0,Alta,50,En Proceso,Medio
Colbun,Central Hidroelectrica,Biobio,RCA-7820,2016,Residuos,Mensual,Operacion,299,2,16.0,88382.0,Media,97,Completado,Bajo
Transelec,Subestacion,Coquimbo,RCA-6546,2020,Ruido,Semestral,Construccion,108,3,20.0,107248.0,Baja,97,Completado,Bajo
Engie,Parque Eolico,Antofagasta,RCA-4442,2018,Ruido,Semestral,Permisos,66,1,22.0,80206.0,Media,35,Pendiente,Medio
Colbun,Central Hidroelectrica,Biobio,RCA-3711,2015,Flora y Fauna,Mensual,Territorio,57,0,33.0,52283.0,Media,31,Pendiente,Medio
Colbun,Parque Eolico,Los Lagos,RCA-2291,2011,Calidad de Aguas,Trimestral,Medio Ambiente,313,1,22.0,89300.0,Media,69,En Proceso,Bajo
Engie,Linea de Transmision,Atacama,RCA-6374,2011,Ruido,Anual,Operacion,122,2,8.0,92227.0,Alta,68,En Proceso,Medio
Colbun,Central Hidroelectrica,Valparaiso,RCA-3655,2018,Reforestacion,Trimestral,Construccion,325,0,37.0,70912.0,Baja,62,En Proceso,Bajo
Colbun,Subestacion,Metropolitana,RCA-7513,2019,Arqueologia,Mensual,Permisos,135,1,12.0,65591.0,Media,61,En Proceso,Bajo
Colbun,Subestacion,Antofagasta,RCA-8394,2017,Calidad de Aguas,Trimestral,Medio Ambiente,303,5,5.0,63545.0,Alta,95,Completado,Medio
AES Andes,Linea de Transmision,Biobio,RCA-1704,2023,Reforestacion,Mensual,Construccion,310,2,25.0,90671.0,Media,67,En Proceso,Bajo
CGE,Subestacion,Valparaiso,RCA-1825,2023,Ruido,Trimestral,Permisos,203,0,29.0,71460.0,Media,68,En Proceso,Bajo
Engie,Linea de Transmision,Metropolitana,RCA-1376,2023,Arqueologia,Trimestral,Operacion,40,3,13.0,83348.0,Baja,55,En Proceso,Medio
Colbun,Linea de Transmision,Coquimbo,RCA-1972,2018,Reforestacion,Mensual,Territorio,283,1,26.0,56356.0,Media,93,Completado,Bajo
AES Andes,Subestacion,Coquimbo,RCA-5213,2013,Emisiones Atmosfericas,Anual,Territorio,220,2,20.0,76833.0,Alta,89,Completado,Medio
Engie,Parque Eolico,Atacama,RCA-1443,2013,Flora y Fauna,Trimestral,Operacion,78,0,29.0,47463.0,Alta,67,En Proceso,Medio
Enel,Central Hidroelectrica,Metropolitana,RCA-8519,2024,Arqueologia,Trimestral,Medio Ambiente,310,1,12.0,60390.0,Media,67,En Proceso,Bajo
Enel,Subestacion,Coquimbo,RCA-1754,2024,Ruido,Anual,Operacion,59,2,28.0,76167.0,Media,32,Pendiente,Medio
Colbun,Central Hidroelectrica,Coquimbo,RCA-5735,2025,Residuos,Mensual,Permisos,16,0,9.0,56417.0,Media,10,Pendiente,Alto
AES Andes,Central Hidroelectrica,Los Lagos,RCA-6396,2011,Reforestacion,Mensual,Medio Ambiente,87,0,10.0,65082.0,Baja,54,En Proceso,Bajo
AES Andes,Parque Eolico,Biobio,RCA-4465,2023,Ruido,Semestral,Territorio,36,1,26.0,93983.0,Baja,34,Pendiente,Medio
Engie,Linea de Transmision,Atacama,RCA-3711,2019,Residuos,Mensual,Permisos,90,0,36.0,67567.0,Media,71,En Proceso,Bajo
Engie,Parque Solar,Valparaiso,RCA-3407,2010,Flora y Fauna,Semestral,Construccion,236,2,11.0,65886.0,Alta,89,Completado,Medio
AES Andes,Central Hidroelectrica,Coquimbo,RCA-9814,2019,Flora y Fauna,Mensual,Construccion,279,4,6.0,52785.0,Media,86,Completado,Bajo
Engie,Parque Solar,Los Lagos,RCA-6588,2022,Calidad de Aguas,Mensual,Construccion,205,2,4.0,61966.0,Media,64,En Proceso,Bajo
AES Andes,Subestacion,Antofagasta,RCA-7104,2013,Reforestacion,Trimestral,Territorio,55,0,27.0,74841.0,Media,49,En Proceso,Bajo
CGE,Parque Solar,Antofagasta,RCA-6747,2019,Calidad de Aguas,Mensual,Operacion,324,1,24.0,90825.0,Media,80,Completado,Bajo
AES Andes,Parque Solar,Valparaiso,RCA-2723,2019,Residuos,Semestral,Medio Ambiente,260,3,5.0,36615.0,Media,62,En Proceso,Bajo
Enel,Parque Solar,Metropolitana,RCA-8224,2020,Residuos,Trimestral,Territorio,245,0,3.0,95091.0,Media,100,Completado,Bajo
Engie,Linea de Transmision,Atacama,RCA-2919,2017,Flora y Fauna,Anual,Permisos,209,1,20.0,65454.0,Alta,63,En Proceso,Medio
AES Andes,Subestacion,Los Lagos,RCA-1918,2011,Arqueologia,Semestral,Permisos,200,3,24.0,72642.0,Media,83,Completado,Bajo
AES Andes,Parque Eolico,Biobio,RCA-5215,2022,Residuos,Mensual,Construccion,248,0,22.0,92614.0,Alta,66,En Proceso,Medio
Engie,Central Hidroelectrica,Los Lagos,RCA-1581,2021,Residuos,Semestral,Medio Ambiente,324,0,12.0,130624.0,Alta,83,Completado,Medio
CGE,Linea de Transmision,Antofagasta,RCA-4881,2020,Reforestacion,Trimestral,Construccion,5,2,35.0,88616.0,Alta,10,Pendiente,Alto
CGE,Central Hidroelectrica,Antofagasta,RCA-4909,2017,Arqueologia,Trimestral,Permisos,93,0,17.0,62717.0,Alta,61,En Proceso,Medio
Engie,Subestacion,Valparaiso,RCA-2999,2010,Calidad de Aguas,Semestral,Permisos,286,1,3.0,79627.0,Alta,100,Completado,Medio
Transelec,Parque Solar,Metropolitana,RCA-1400,2024,Calidad de Aguas,Trimestral,Operacion,143,1,20.0,85528.0,Alta,65,En Proceso,Medio
Engie,Parque Eolico,Metropolitana,RCA-4648,2010,Residuos,Trimestral,Operacion,91,3,6.0,39933.0,Media,66,En Proceso,Bajo
Engie,Parque Eolico,Valparaiso,RCA-6445,2013,Reforestacion,Trimestral,Operacion,6,1,36.0,47904.0,Media,37,Pendiente,Alto
CGE,Central Hidroelectrica,Los Lagos,RCA-3628,2016,Calidad de Aguas,Mensual,Construccion,353,2,17.0,85067.0,Alta,77,En Proceso,Medio
CGE,Subestacion,Antofagasta,RCA-2656,2018,Calidad de Aguas,Mensual,Medio Ambiente,172,1,22.0,88226.0,Media,68,En Proceso,Bajo
Engie,Central Hidroelectrica,Los Lagos,RCA-1620,2025,Emisiones Atmosfericas,Trimestral,Operacion,123,0,1.0,84454.0,Media,87,Completado,Bajo
Engie,Linea de Transmision,Los Lagos,RCA-1246,2014,Reforestacion,Mensual,Territorio,84,0,3.0,91285.0,Media,48,En Proceso,Bajo
Engie,Parque Eolico,Atacama,RCA-6212,2011,Calidad de Aguas,Mensual,Operacion,115,0,16.0,65749.0,Alta,63,En Proceso,Medio
CGE,Parque Eolico,Antofagasta,RCA-4339,2021,Flora y Fauna,Mensual,Construccion,169,1,35.0,102013.0,Alta,63,En Proceso,Medio
Engie,Parque Solar,Metropolitana,RCA-7758,2016,Ruido,Trimestral,Medio Ambiente,223,1,14.0,120539.0,Media,72,En Proceso,Bajo
Engie,Linea de Transmision,Biobio,RCA-8086,2020,Residuos,Mensual,Operacion,9,0,180.0,58883.0,Alta,27,Pendiente,Alto
Colbun,Central Hidroelectrica,Los Lagos,RCA-4010,2011,Residuos,Semestral,Medio Ambiente,219,1,20.0,43519.0,Media,70,En Proceso,Bajo
Transelec,Linea de Transmision,Antofagasta,RCA-5719,2018,Flora y Fauna,Mensual,Permisos,199,1,31.0,73166.0,Alta,61,En Proceso,Medio
Enel,Linea de Transmision,Los Lagos,RCA-3368,2018,Ruido,Trimestral,Permisos,286,1,24.0,96959.0,Alta,65,En Proceso,Medio
Transelec,Parque Eolico,Atacama,RCA-2839,2012,Ruido,Trimestral,Medio Ambiente,10,3,19.0,91528.0,Baja,11,Pendiente,Alto
Colbun,Subestacion,Coquimbo,RCA-3903,2022,Flora y Fauna,Trimestral,Operacion,304,1,37.0,78579.0,Alta,99,Completado,Medio
Enel,Parque Eolico,Antofagasta,RCA-7205,2025,Arqueologia,Mensual,Construccion,62,1,1.0,17221.0,Media,66,En Proceso,Bajo
Engie,Subestacion,Valparaiso,RCA-5395,2017,Arqueologia,Anual,Construccion,341,2,25.0,57670.0,Media,83,Completado,Bajo
Colbun,Linea de Transmision,Coquimbo,RCA-6767,2020,Ruido,Anual,Construccion,306,1,10.0,102618.0,Alta,68,En Proceso,Medio
Engie,Parque Eolico,Los Lagos,RCA-4691,2013,Arqueologia,Semestral,Construccion,106,2,18.0,31357.0,Baja,85,Completado,Bajo
CGE,Parque Solar,Valparaiso,RCA-8470,2012,Arqueologia,Anual,Medio Ambiente,52,1,1.0,75516.0,Media,33,Pendiente,Medio
AES Andes,Linea de Transmision,Valparaiso,RCA-4841,2010,Arqueologia,Trimestral,Construccion,280,0,29.0,60665.0,Media,100,Completado,Bajo
Colbun,Parque Eolico,Valparaiso,RCA-5348,2014,Ruido,Trimestral,Permisos,167,1,13.0,91343.0,Media,63,En Proceso,Bajo
CGE,Parque Solar,Antofagasta,RCA-7621,2022,Arqueologia,Semestral,Territorio,336,0,4.0,33314.0,Baja,93,Completado,Bajo
Colbun,Parque Solar,Metropolitana,RCA-2392,2023,Residuos,Trimestral,Medio Ambiente,200,1,12.0,67472.0,Media,81,Completado,Bajo
Colbun,Subestacion,Los Lagos,RCA-7060,2020,Emisiones Atmosfericas,Semestral,Medio Ambiente,328,1,19.0,78917.0,Alta,72,En Proceso,Medio
CGE,Parque Eolico,Coquimbo,RCA-5255,2013,Ruido,Semestral,Construccion,136,0,26.0,66208.0,Media,74,En Proceso,Bajo
Enel,Parque Eolico,Atacama,RCA-5300,2010,Flora y Fauna,Anual,Construccion,70,1,38.0,90066.0,Alta,69,En Proceso,Medio
Transelec,Parque Eolico,Metropolitana,RCA-4338,2019,Arqueologia,Mensual,Medio Ambiente,87,1,16.0,36474.0,Media,67,En Proceso,Bajo
Engie,Linea de Transmision,Los Lagos,RCA-6487,2025,Calidad de Aguas,Semestral,Construccion,269,2,180.0,46949.0,Media,100,Completado,Bajo
Colbun,Parque Eolico,Antofagasta,RCA-4514,2017,Ruido,Trimestral,Construccion,233,1,10.0,66839.0,Baja,61,En Proceso,Bajo
Engie,Parque Solar,Valparaiso,RCA-1759,2017,Reforestacion,Trimestral,Construccion,277,4,37.0,83420.0,Baja,61,En Proceso,Bajo
AES Andes,Parque Solar,Atacama,RCA-9621,2022,Flora y Fauna,Mensual,Construccion,223,0,28.0,87818.0,Alta,67,En Proceso,Medio
CGE,Subestacion,Los Lagos,RCA-7793,2017,Emisiones Atmosfericas,Semestral,Construccion,229,2,20.0,79321.0,Alta,97,Completado,Medio
Engie,Central Hidroelectrica,Coquimbo,RCA-3459,2012,Residuos,Anual,Operacion,117,3,25.0,52003.0,Media,77,En Proceso,Bajo
CGE,Parque Eolico,Los Lagos,RCA-6273,2015,Reforestacion,Mensual,Operacion,144,0,25.0,60073.0,Media,88,Completado,Bajo
Engie,Linea de Transmision,Metropolitana,RCA-2718,2021,Flora y Fauna,Trimestral,Operacion,189,0,12.0,102642.0,Alta,70,En Proceso,Medio
Transelec,Subestacion,Biobio,RCA-6423,2021,Arqueologia,Mensual,Medio Ambiente,177,3,8.0,125526.0,Baja,65,En Proceso,Bajo
Transelec,Central Hidroelectrica,Metropolitana,RCA-2308,2016,Calidad de Aguas,Anual,Territorio,15,2,36.0,90224.0,Alta,8,Pendiente,Alto
Transelec,Linea de Transmision,Los Lagos,RCA-2050,2025,Arqueologia,Trimestral,Medio Ambiente,163,1,39.0,83607.0,Alta,81,Completado,Medio
Transelec,Central Hidroelectrica,Atacama,RCA-6479,2018,Flora y Fauna,Mensual,Operacion,209,1,24.0,46154.0,Media,84,Completado,Bajo
Transelec,Parque Solar,Los Lagos,RCA-3249,2014,Ruido,Mensual,Medio Ambiente,234,0,23.0,79924.0,Baja,90,Completado,Bajo
Transelec,Parque Solar,Los Lagos,RCA-3809,2018,Reforestacion,Trimestral,Territorio,30,1,37.0,32860.0,Baja,50,En Proceso,Bajo
CGE,Linea de Transmision,Antofagasta,RCA-3921,2025,Calidad de Aguas,Mensual,Construccion,323,0,11.0,107844.0,Alta,97,Completado,Medio
Colbun,Linea de Transmision,Coquimbo,RCA-5676,2015,Reforestacion,Trimestral,Permisos,163,2,17.0,89000.0,Baja,78,En Proceso,Bajo
Engie,Central Hidroelectrica,Atacama,RCA-5041,2019,Reforestacion,Anual,Operacion,282,3,28.0,73559.0,Alta,69,En Proceso,Medio
Transelec,Linea de Transmision,Los Lagos,RCA-3417,2025,Calidad de Aguas,Semestral,Operacion,152,0,3.0,46048.0,Alta,96,Completado,Medio
CGE,Parque Eolico,Valparaiso,RCA-1532,2019,Flora y Fauna,Mensual,Territorio,270,0,2.0,79540.0,Alta,71,En Proceso,Medio
CGE,Subestacion,Coquimbo,RCA-9167,2019,Emisiones Atmosfericas,Anual,Construccion,87,1,29.0,37442.0,Alta,48,En Proceso,Medio
CGE,Linea de Transmision,Metropolitana,RCA-2469,2013,Emisiones Atmosfericas,Trimestral,Construccion,30,1,34.0,67138.0,Alta,31,Pendiente,Alto
Colbun,Linea de Transmision,Atacama,RCA-8292,2022,Arqueologia,Mensual,Permisos,75,2,14.0,85375.0,Media,44,En Proceso,Bajo
Engie,Parque Solar,Metropolitana,RCA-9961,2025,Flora y Fauna,Mensual,Permisos,41,3,33.0,57180.0,Alta,67,En Proceso,Medio
Colbun,Central Hidroelectrica,Los Lagos,RCA-8142,2010,Calidad de Aguas,Mensual,Territorio,137,1,18.0,73998.0,Alta,67,En Proceso,Medio
Enel,Subestacion,Metropolitana,RCA-7000,2010,Flora y Fauna,Semestral,Construccion,130,1,29.0,133257.0,Alta,94,Completado,Medio
CGE,Subestacion,Metropolitana,RCA-8081,2023,Calidad de Aguas,Mensual,Territorio,119,1,2.0,30292.0,Alta,97,Completado,Medio
Enel,Subestacion,Antofagasta,RCA-5649,2019,Reforestacion,Mensual,Operacion,96,0,11.0,55696.0,Media,89,Completado,Bajo
AES Andes,Parque Solar,Metropolitana,RCA-7931,2014,Arqueologia,Semestral,Operacion,246,3,31.0,68536.0,Baja,68,En Proceso,Bajo
Transelec,Subestacion,Valparaiso,RCA-4424,2022,Ruido,Trimestral,Operacion,204,2,13.0,61733.0,Baja,89,Completado,Bajo
Transelec,Central Hidroelectrica,Valparaiso,RCA-2091,2023,Reforestacion,Semestral,Permisos,211,3,26.0,86323.0,Media,78,En Proceso,Bajo
Colbun,Parque Solar,Coquimbo,RCA-8849,2012,Ruido,Semestral,Operacion,121,1,34.0,88507.0,Media,88,Completado,Bajo
Engie,Parque Solar,Los Lagos,RCA-5654,2014,Flora y Fauna,Mensual,Territorio,223,2,10.0,76125.0,Alta,61,En Proceso,Medio
Enel,Linea de Transmision,Biobio,RCA-1260,2014,Calidad de Aguas,Semestral,Permisos,309,7,12.0,78405.0,Alta,87,Completado,Medio
Engie,Central Hidroelectrica,Metropolitana,RCA-6936,2010,Ruido,Mensual,Construccion,247,2,22.0,30071.0,Baja,67,En Proceso,Bajo
Colbun,Linea de Transmision,Metropolitana,RCA-5370,2023,Reforestacion,Trimestral,Permisos,296,1,31.0,86816.0,Media,84,Completado,Bajo
Transelec,Linea de Transmision,Atacama,RCA-5301,2017,Calidad de Aguas,Trimestral,Medio Ambiente,286,0,19.0,79833.0,Alta,69,En Proceso,Medio
Engie,Parque Solar,Antofagasta,RCA-8207,2014,Arqueologia,Mensual,Medio Ambiente,305,2,24.0,57671.0,Media,81,Completado,Bajo
Engie,Parque Solar,Biobio,RCA-6819,2014,Reforestacion,Anual,Territorio,321,0,25.0,115468.0,Media,94,Completado,Bajo
Transelec,Subestacion,Coquimbo,RCA-1092,2018,Flora y Fauna,Trimestral,Permisos,176,4,35.0,73150.0,Alta,83,Completado,Medio
Enel,Subestacion,Biobio,RCA-6161,2017,Calidad de Aguas,Mensual,Operacion,80,1,8.0,80633.0,Alta,55,En Proceso,Medio
Transelec,Parque Eolico,Metropolitana,RCA-8632,2025,Flora y Fauna,Anual,Operacion,213,0,5.0,73977.0,Alta,90,Completado,Medio
Engie,Linea de Transmision,Atacama,RCA-7208,2022,Calidad de Aguas,Trimestral,Medio Ambiente,318,0,22.0,33734.0,Media,82,Completado,Bajo
Enel,Parque Eolico,Los Lagos,RCA-9556,2010,Reforestacion,Trimestral,Territorio,109,2,20.0,49689.0,Media,61,En Proceso,Bajo
Enel,Parque Solar,Antofagasta,RCA-5916,2012,Emisiones Atmosfericas,Trimestral,Medio Ambiente,30,1,12.0,68084.0,Alta,68,En Proceso,Medio
Transelec,Subestacion,Los Lagos,RCA-4718,2021,Emisiones Atmosfericas,Semestral,Medio Ambiente,355,0,33.0,99552.0,Media,92,Completado,Bajo
Engie,Subestacion,Coquimbo,RCA-7125,2016,Calidad de Aguas,Mensual,Permisos,83,1,16.0,63554.0,Alta,53,En Proceso,Medio
Colbun,Linea de Transmision,Biobio,RCA-2924,2010,Arqueologia,Mensual,Territorio,132,4,26.0,80148.0,Media,71,En Proceso,Bajo
Engie,Parque Eolico,Coquimbo,RCA-4095,2010,Flora y Fauna,Trimestral,Permisos,141,2,12.0,86368.0,Alta,96,Completado,Medio
CGE,Parque Solar,Metropolitana,RCA-7683,2014,Residuos,Mensual,Territorio,338,0,23.0,55012.0,Media,68,En Proceso,Bajo
AES Andes,Subestacion,Coquimbo,RCA-6181,2018,Calidad de Aguas,Semestral,Operacion,40,1,26.0,51602.0,Alta,73,En Proceso,Medio
Colbun,Parque Solar,Los Lagos,RCA-3538,2015,Calidad de Aguas,Mensual,Construccion,63,2,13.0,58009.0,Alta,72,En Proceso,Medio
Enel,Central Hidroelectrica,Atacama,RCA-3276,2019,Emisiones Atmosfericas,Mensual,Construccion,234,1,23.0,56429.0,Alta,62,En Proceso,Medio
Colbun,Subestacion,Coquimbo,RCA-9194,2011,Ruido,Mensual,Territorio,128,2,31.0,47813.0,Alta,82,Completado,Medio
Enel,Central Hidroelectrica,Valparaiso,RCA-1910,2020,Reforestacion,Semestral,Construccion,92,2,36.0,96555.0,Baja,83,Completado,Bajo
Enel,Subestacion,Atacama,RCA-1306,2025,Emisiones Atmosfericas,Semestral,Medio Ambiente,341,2,27.0,89635.0,Alta,92,Completado,Medio
Colbun,Linea de Transmision,Biobio,RCA-7575,2018,Flora y Fauna,Mensual,Operacion,145,1,36.0,47926.0,Media,89,Completado,Bajo
Enel,Linea de Transmision,Antofagasta,RCA-5231,2025,Emisiones Atmosfericas,Trimestral,Operacion,277,1,23.0,79188.0,Alta,97,Completado,Medio
Enel,Subestacion,Antofagasta,RCA-7028,2015,Residuos,Mensual,Construccion,55,0,38.0,66948.0,Media,72,En Proceso,Bajo
CGE,Linea de Transmision,Metropolitana,RCA-7658,2014,Arqueologia,Trimestral,Territorio,59,1,3.0,72006.0,Media,31,Pendiente,Medio
Engie,Linea de Transmision,Metropolitana,RCA-7336,2014,Reforestacion,Mensual,Medio Ambiente,341,0,30.0,75837.0,Media,99,Completado,Bajo
Engie,Central Hidroelectrica,Valparaiso,RCA-1872,2024,Residuos,Trimestral,Territorio,154,0,32.0,38017.0,Baja,81,Completado,Bajo
AES Andes,Parque Eolico,Biobio,RCA-2141,2021,Arqueologia,Trimestral,Construccion,157,0,15.0,25200.0,Alta,70,En Proceso,Medio
AES Andes,Parque Eolico,Los Lagos,RCA-1665,2012,Residuos,Anual,Operacion,223,0,180.0,75500.0,Baja,71,En Proceso,Bajo
CGE,Linea de Transmision,Antofagasta,RCA-9400,2023,Reforestacion,Mensual,Operacion,223,3,11.0,65292.0,Alta,78,En Proceso,Medio
AES Andes,Linea de Transmision,Antofagasta,RCA-1951,2025,Emisiones Atmosfericas,Semestral,Territorio,346,1,2.0,69434.0,Alta,79,En Proceso,Medio
Colbun,Linea de Transmision,Antofagasta,RCA-5722,2015,Residuos,Trimestral,Permisos,262,1,26.0,58762.0,Media,68,En Proceso,Bajo
Transelec,Parque Eolico,Los Lagos,RCA-5008,2024,Emisiones Atmosfericas,Anual,Territorio,49,1,34.0,74697.0,Alta,72,En Proceso,Medio
Transelec,Central Hidroelectrica,Antofagasta,RCA-7655,2024,Reforestacion,Mensual,Permisos,273,1,1.0,33074.0,Alta,77,En Proceso,Medio
Transelec,Subestacion,Coquimbo,RCA-7190,2022,Emisiones Atmosfericas,Mensual,Territorio,315,4,11.0,75650.0,Alta,100,Completado,Medio
CGE,Linea de Transmision,Biobio,RCA-1771,2025,Flora y Fauna,Semestral,Permisos,164,3,5.0,11044.0,Media,77,En Proceso,Bajo
CGE,Parque Solar,Atacama,RCA-5030,2013,Emisiones Atmosfericas,Mensual,Permisos,282,0,26.0,56531.0,Alta,99,Completado,Medio
Enel,Subestacion,Atacama,RCA-8859,2022,Ruido,Mensual,Permisos,349,3,6.0,62853.0,Media,95,Completado,Bajo
Transelec,Subestacion,Valparaiso,RCA-1521,2021,Residuos,Mensual,Permisos,59,2,35.0,28912.0,Media,56,En Proceso,Bajo
Colbun,Parque Solar,Coquimbo,RCA-4355,2019,Reforestacion,Semestral,Medio Ambiente,149,2,5.0,106581.0,Baja,72,En Proceso,Bajo
AES Andes,Parque Eolico,Antofagasta,RCA-2400,2023,Calidad de Aguas,Mensual,Permisos,239,3,9.0,72542.0,Media,67,En Proceso,Bajo
Colbun,Linea de Transmision,Antofagasta,RCA-4723,2024,Calidad de Aguas,Semestral,Permisos,183,0,28.0,56037.0,Alta,82,Completado,Medio
AES Andes,Linea de Transmision,Metropolitana,RCA-7579,2011,Calidad de Aguas,Trimestral,Operacion,212,0,19.0,122031.0,Alta,72,En Proceso,Medio
Transelec,Central Hidroelectrica,Metropolitana,RCA-4247,2025,Reforestacion,Mensual,Medio Ambiente,140,0,5.0,80501.0,Media,66,En Proceso,Bajo
Transelec,Linea de Transmision,Valparaiso,RCA-2858,2022,Ruido,Trimestral,Permisos,357,0,23.0,83717.0,Alta,99,Completado,Medio
Transelec,Linea de Transmision,Antofagasta,RCA-5781,2012,Emisiones Atmosfericas,Mensual,Construccion,279,1,16.0,68960.0,Alta,61,En Proceso,Medio
CGE,Linea de Transmision,Valparaiso,RCA-5064,2018,Residuos,Trimestral,Medio Ambiente,327,1,7.0,61051.0,Media,62,En Proceso,Bajo
AES Andes,Linea de Transmision,Coquimbo,RCA-3398,2020,Arqueologia,Trimestral,Operacion,187,1,14.0,79710.0,Media,98,Completado,Bajo
CGE,Subestacion,Atacama,RCA-1142,2020,Arqueologia,Trimestral,Territorio,65,1,22.0,3600.0,Alta,52,En Proceso,Medio
CGE,Parque Eolico,Antofagasta,RCA-6062,2018,Reforestacion,Mensual,Operacion,67,0,9.0,27701.0,Alta,36,Pendiente,Alto
Engie,Subestacion,Biobio,RCA-4469,2015,Flora y Fauna,Trimestral,Operacion,219,1,23.0,36890.0,Alta,63,En Proceso,Medio
