empresa,tipo_proyecto,region,numero_rca,año_rca,categoria_compromiso,frecuencia_reporte,responsable_area,dias_restantes,historial_incumplimientos,cantidad_documentos,presupuesto_asociado_usd,criticidad,cumplimiento_porcentaje,estado_avance,riesgo_incumplimiento
CGE,Subestacion,Valparaiso,RCA-4749,2018,Reforestacion,Mensual,Territorio,349,0,5.0,79728,Media,61,En Proceso,Bajo
Engie,Subestacion,Atacama,RCA-3922,2011,Arqueologia,Mensual,Medio Ambiente,233,3,4.0,103475,Media,68,En Proceso,Bajo
AES Andes,Parque Solar,Metropolitana,RCA-7486,2020,Flora y Fauna,Trimestral,Medio Ambiente,104,2,8.0,43944,Alta,86,Completado,Medio
Colbun,Parque Solar,Antofagasta,RCA-9112,2014,Arqueologia,Semestral,Operacion,123,0,16.0,80144,Media,81,Completado,Bajo
Transelec,Linea de Transmision,Coquimbo,RCA-9771,2020,Reforestacion,Semestral,,73,0,1.0,57994,Media,73,En Proceso,Bajo
CGE,Subestacion,Biobio,RCA-4804,2011,Reforestacion,Mensual,,156,2,15.0,70622,Alta,93,Completado,Medio
Engie,Parque Solar,Metropolitana,RCA-5878,2016,Flora y Fauna,Trimestral,Permisos,284,0,24.0,82258,Alta,68,En Proceso,Medio
CGE,Parque Solar,Atacama,RCA-3368,2020,Ruido,Trimestral,Medio Ambiente,225,0,15.0,43364,Media,92,Completado,Bajo
Transelec,Linea de Transmision,Valparaiso,RCA-9093,2019,Reforestacion,Mensual,Construccion,227,3,6.0,58678,Media,97,Completado,Bajo
Engie,Parque Eolico,Antofagasta,RCA-4932,2024,Arqueologia,Semestral,Medio Ambiente,169,2,2.0,64653,Baja,93,Completado,Bajo
CGE,Linea de Transmision,Coquimbo,RCA-6608,2018,Flora y Fauna,Semestral,Medio Ambiente,215,1,5.0,84922,Media,94,Completado,Bajo
Enel,Subestacion,Biobio,RCA-7635,2016,Emisiones Atmosfericas,Anual,Medio Ambiente,283,3,39.0,102524,Alta,85,Completado,Medio
Transelec,Parque Eolico,Biobio,RCA-7395,2021,Reforestacion,Mensual,Construccion,67,0,34.0,33211,Baja,36,Pendiente,Medio
Transelec,Parque Solar,Metropolitana,RCA-7101,2014,Calidad de Aguas,Mensual,,266,0,39.0,58311,Alta,86,Completado,Medio
Transelec,Linea de Transmision,Metropolitana,RCA-6531,2024,Emisiones Atmosfericas,Semestral,Operacion,10,1,32.0,71334,Media,11,Pendiente,Alto
Enel,Parque Solar,Antofagasta,RCA-5970,2013,Residuos,Trimestral,Territorio,252,2,29.0,71237,Baja,76,En Proceso,Bajo
Enel,Parque Solar,Valparaiso,RCA-7344,2021,Reforestacion,Semestral,Territorio,233,3,29.0,85390,Baja,80,Completado,Bajo
Colbun,Parque Eolico,Atacama,RCA-9408,2013,Flora y Fauna,Mensual,Medio Ambiente,290,4,24.0,43990,Alta,81,Completado,Medio
AES Andes,Parque Eolico,Los Lagos,RCA-1375,2024,Emisiones Atmosfericas,Trimestral,Territorio,261,1,180.0,69930,Media,85,Completado,Bajo
CGE,Parque Solar,Valparaiso,RCA-8887,2019,Arqueologia,Trimestral,Medio Ambiente,67,0,24.0,64698,Baja,68,En Proceso,Bajo
Colbun,Subestacion,Valparaiso,RCA-2609,2017,Arqueologia,Mensual,Medio Ambiente,32,0,15.0,93045,Media,42,En Proceso,Bajo
CGE,Linea de Transmision,Valparaiso,RCA-3939,2019,Reforestacion,Trimestral,Operacion,349,0,12.0,76852,Media,82,Completado,Bajo
AES Andes,Linea de Transmision,Los Lagos,RCA-5062,2022,Ruido,Trimestral,Permisos,57,1,20.0,63892,Baja,59,En Proceso,Bajo
Enel,Subestacion,Antofagasta,RCA-2613,2019,Calidad de Aguas,Mensual,Medio Ambiente,256,0,4.0,105448,Alta,76,En Proceso,Medio
AES Andes,Parque Solar,Los Lagos,RCA-7578,2023,Reforestacion,Mensual,Territorio,42,0,13.0,61752,Media,56,En Proceso,Bajo
Enel,Parque Solar,Antofagasta,RCA-8851,2019,Flora y Fauna,Trimestral,Operacion,312,2,10.0,55022,Media,79,En Proceso,Bajo
AES Andes,Linea de Transmision,Los Lagos,RCA-4679,2019,Emisiones Atmosfericas,Trimestral,Territorio,338,2,23.0,89726,Media,66,En Proceso,Bajo
Colbun,Linea de Transmision,Atacama,RCA-8540,2019,Calidad de Aguas,Semestral,Permisos,143,1,7.0,63112,Alta,63,En Proceso,Medio
Engie,Subestacion,Valparaiso,RCA-8074,2010,Ruido,Mensual,Construccion,57,1,12.0,76643,Media,78,En Proceso,Bajo
Colbun,Linea de Transmision,Antofagasta,RCA-4996,2014,Reforestacion,Mensual,Permisos,98,2,15.0,118300,Alta,90,Completado,Medio
CGE,Parque Eolico,Los Lagos,RCA-5786,2023,Residuos,Anual,,98,2,7.0,62757,Media,89,Completado,Bajo
Colbun,Linea de Transmision,Atacama,RCA-6695,2011,Calidad de Aguas,Anual,Permisos,267,0,8.0,50848,Alta,90,Completado,Medio
Transelec,Parque Solar,Los Lagos,RCA-7998,2025,Ruido,Mensual,Permisos,327,1,7.0,69623,Baja,63,En Proceso,Bajo
CGE,Central Hidroelectrica,Biobio,RCA-3366,2022,Reforestacion,Semestral,Operacion,141,0,4.0,67315,Media,77,En Proceso,Bajo
AES Andes,Linea de Transmision,Atacama,RCA-7764,2020,Reforestacion,Mensual,Operacion,260,0,7.0,94164,Media,79,En Proceso,Bajo
CGE,Subestacion,Valparaiso,RCA-9976,2018,Flora y Fauna,Mensual,Territorio,41,0,30.0,40799,Alta,69,En Proceso,Medio
Engie,Linea de Transmision,Coquimbo,RCA-2614,2016,Reforestacion,Mensual,Medio Ambiente,146,0,18.0,142191,Media,99,Completado,Bajo
Enel,Parque Solar,Valparaiso,RCA-5555,2025,Residuos,Mensual,Construccion,151,1,30.0,56996,Baja,82,Completado,Bajo
AES Andes,Parque Solar,Coquimbo,RCA-3416,2019,Reforestacion,Semestral,Construccion,12,1,7.0,88136,Baja,37,Pendiente,Alto
CGE,Subestacion,Atacama,RCA-8288,2017,Arqueologia,Semestral,Construccion,255,3,23.0,98360,Alta,68,En Proceso,Medio
AES Andes,Parque Solar,Biobio,RCA-7862,2015,Ruido,Anual,Permisos,139,1,37.0,79789,Alta,75,En Proceso,Medio
AES Andes,Central Hidroelectrica,Biobio,RCA-4653,2018,Arqueologia,Semestral,Operacion,63,1,7.0,90481,Media,50,En Proceso,Bajo
AES Andes,Linea de Transmision,Antofagasta,RCA-7639,2015,Reforestacion,Trimestral,Operacion,127,2,38.0,76766,Baja,68,En Proceso,Bajo
Enel,Linea de Transmision,Biobio,RCA-1496,2016,Residuos,Trimestral,Operacion,267,2,29.0,90805,Media,84,Completado,Bajo
Colbun,Central Hidroelectrica,Metropolitana,RCA-1504,2016,Ruido,Anual,Medio Ambiente,124,1,34.0,64373,Media,95,Completado,Bajo
AES Andes,Parque Solar,Atacama,RCA-8699,2025,Ruido,Semestral,Operacion,263,3,39.0,58659,Media,73,En Proceso,Bajo
Transelec,Central Hidroelectrica,Antofagasta,RCA-6733,2018,Reforestacion,Semestral,Operacion,327,2,18.0,30496,Alta,76,En Proceso,Medio
Engie,Parque Solar,Biobio,RCA-9055,2020,Residuos,Anual,Permisos,22,1,25.0,85880,Baja,27,Pendiente,Alto
Enel,Parque Eolico,Atacama,RCA-4216,2017,Flora y Fauna,Mensual,Territorio,305,3,27.0,66419,Alta,100,Completado,Medio
CGE,Subestacion,Valparaiso,RCA-6688,2022,Ruido,Semestral,Construccion,357,0,27.0,84350,Media,67,En Proceso,Bajo
Enel,Parque Eolico,Biobio,RCA-5364,2010,Residuos,Semestral,Permisos,96,2,12.0,67066,Media,73,En Proceso,Bajo
CGE,Central Hidroelectrica,Los Lagos,RCA-7042,2013,Calidad de Aguas,Anual,Permisos,168,2,23.0,106015,Alta,74,En Proceso,Medio
Enel,Parque Solar,Coquimbo,RCA-2477,2016,Arqueologia,Mensual,Permisos,148,1,17.0,70891,Media,98,Completado,Bajo
CGE,Linea de Transmision,Atacama,RCA-5960,2020,Ruido,Trimestral,Construccion,339,2,7.0,59461,Baja,84,Completado,Bajo
AES Andes,Linea de Transmision,Antofagasta,RCA-3397,2017,Calidad de Aguas,Trimestral,Permisos,319,0,24.0,65035,Alta,70,En Proceso,Medio
Colbun,Linea de Transmision,Valparaiso,RCA-9301,2016,Ruido,Mensual,Territorio,242,1,7.0,87531,Alta,88,Completado,Medio
CGE,Linea de Transmision,Metropolitana,RCA-9841,2021,Flora y Fauna,Trimestral,Operacion,178,1,29.0,147983,Alta,62,En Proceso,Medio
CGE,Subestacion,Valparaiso,RCA-7194,2012,Reforestacion,Mensual,Territorio,87,0,28.0,109285,Baja,68,En Proceso,Bajo
Transelec,Parque Solar,Biobio,RCA-8570,2024,Residuos,Mensual,Operacion,161,0,23.0,44805,Alta,81,Completado,Medio
CGE,Parque Solar,Coquimbo,RCA-8730,2013,Ruido,Trimestral,Operacion,113,1,10.0,80906,Baja,96,Completado,Bajo
Transelec,Subestacion,Valparaiso,RCA-2499,2021,Residuos,Trimestral,Permisos,182,0,16.0,55400,Media,100,Completado,Bajo
Engie,Parque Solar,Metropolitana,RCA-8235,2016,Emisiones Atmosfericas,Trimestral,Permisos,254,3,34.0,65152,Alta,79,En Proceso,Medio
AES Andes,Linea de Transmision,Los Lagos,RCA-1595,2017,Ruido,Trimestral,Construccion,257,1,25.0,67350,Media,78,En Proceso,Bajo
Transelec,Linea de Transmision,Antofagasta,RCA-1978,2016,Flora y Fauna,Mensual,Medio Ambiente,59,1,2.0,72845,Alta,42,En Proceso,Medio
Colbun,Linea de Transmision,Atacama,RCA-1730,2015,Flora y Fauna,Mensual,Territorio,159,1,5.0,96951,Media,86,Completado,Bajo
AES Andes,Parque Solar,Coquimbo,RCA-1056,2018,Reforestacion,Mensual,Construccion,95,3,14.0,68459,Baja,78,En Proceso,Bajo
Transelec,Linea de Transmision,Metropolitana,RCA-3243,2018,Reforestacion,Mensual,Construccion,343,1,31.0,79193,Media,75,En Proceso,Bajo
AES Andes,Linea de Transmision,Biobio,RCA-6879,2020,Calidad de Aguas,Trimestral,Territorio,130,1,6.0,74796,Alta,61,En Proceso,Medio
AES Andes,Subestacion,Biobio,RCA-2701,2022,Flora y Fauna,Semestral,Territorio,341,4,28.0,57535,Alta,60,En Proceso,Medio
AES Andes,Parque Eolico,Biobio,RCA-8229,2016,Residuos,Mensual,Operacion,173,0,9.0,61475,Baja,62,En Proceso,Bajo
Engie,Linea de Transmision,Coquimbo,RCA-2286,2017,Emisiones Atmosfericas,Mensual,Medio Ambiente,143,2,6.0,59769,Alta,83,Completado,Medio
Colbun,Parque Solar,Valparaiso,RCA-9303,2015,Flora y Fauna,Semestral,Permisos,9,3,17.0,91580,Alta,43,En Proceso,Alto
Enel,Parque Solar,Coquimbo,RCA-1947,2010,Ruido,Mensual,Medio Ambiente,70,1,35.0,65711,Baja,67,En Proceso,Bajo
Enel,Parque Eolico,Biobio,RCA-5121,2010,Flora y Fauna,Anual,Medio Ambiente,115,5,12.0,119222,Alta,61,En Proceso,Medio
Transelec,Central Hidroelectrica,Los Lagos,RCA-7553,2025,Emisiones Atmosfericas,Semestral,Permisos,188,2,18.0,55432,Alta,75,En Proceso,Medio
AES Andes,Linea de Transmision,Metropolitana,RCA-1757,2015,Residuos,Mensual,Medio Ambiente,272,0,34.0,55372,Media,88,Completado,Bajo
Transelec,Linea de Transmision,Atacama,RCA-6651,2011,Ruido,Mensual,Construccion,174,1,1.0,48310,Baja,96,Completado,Bajo
Engie,Central Hidroelectrica,Atacama,RCA-8273,2023,Calidad de Aguas,Trimestral,Construccion,248,2,15.0,72323,Alta,63,En Proceso,Medio
Engie,Subestacion,Coquimbo,RCA-4535,2017,Calidad de Aguas,Mensual,Permisos,335,0,18.0,61521,Alta,73,En Proceso,Medio
CGE,Parque Solar,Biobio,RCA-3293,2010,Calidad de Aguas,Mensual,Permisos,142,1,22.0,66190,Media,76,En Proceso,Bajo
Engie,Parque Solar,Antofagasta,RCA-2104,2022,Reforestacion,Mensual,Territorio,32,1,18.0,100612,Media,73,En Proceso,Bajo
CGE,Parque Solar,Los Lagos,RCA-9853,2011,Ruido,Semestral,Territorio,11,2,1.0,70831,Alta,44,En Proceso,Medio
Colbun,Central Hidroelectrica,Coquimbo,RCA-1908,2017,Calidad de Aguas,Trimestral,Medio Ambiente,337,2,20.0,65621,Media,76,En Proceso,Bajo
Transelec,Central Hidroelectrica,Biobio,RCA-7539,2025,Reforestacion,Mensual,Medio Ambiente,321,0,36.0,82145,Baja,79,En Proceso,Bajo
Colbun,Parque Eolico,Valparaiso,RCA-5617,2021,Flora y Fauna,Trimestral,Permisos,55,3,38.0,79673,Alta,76,En Proceso,Medio
Engie,Linea de Transmision,Atacama,RCA-8069,2015,Ruido,Trimestral,Medio Ambiente,140,0,25.0,93848,Alta,88,Completado,Medio
Colbun,Central Hidroelectrica,Atacama,RCA-3311,2021,Ruido,Trimestral,Operacion,182,2,16.0,95911,Baja,100,Completado,Bajo
Colbun,Linea de Transmision,Los Lagos,RCA-1789,2019,Ruido,Mensual,Construccion,133,0,20.0,86318,Media,85,Completado,Bajo
Colbun,Linea de Transmision,Atacama,RCA-1171,2011,Arqueologia,Trimestral,Medio Ambiente,201,1,38.0,98441,Alta,97,Completado,Medio
Engie,Central Hidroelectrica,Antofagasta,RCA-8989,2011,Reforestacion,Anual,Medio Ambiente,271,4,33.0,58020,Media,76,En Proceso,Bajo
AES Andes,Linea de Transmision,Biobio,RCA-2885,2020,Residuos,Mensual,Territorio,111,0,7.0,72013,Baja,71,En Proceso,Bajo
Colbun,Linea de Transmision,Biobio,RCA-9667,2023,Arqueologia,Mensual,Operacion,52,1,23.0,78082,Media,57,En Proceso,Bajo
CGE,Linea de Transmision,Los Lagos,RCA-2049,2025,Arqueologia,Mensual,Medio Ambiente,142,1,11.0,77190,Media,68,En Proceso,Bajo
Engie,Central Hidroelectrica,Biobio,RCA-5129,2016,Arqueologia,Mensual,Construccion,107,0,33.0,152006,Alta,91,Completado,Medio
Colbun,Parque Solar,Los Lagos,RCA-2161,2014,Residuos,Mensual,Medio Ambiente,51,1,5.0,102444,Baja,63,En Proceso,Bajo
AES Andes,Parque Solar,Biobio,RCA-1815,2014,Arqueologia,Semestral,,157,1,8.0,101510,Media,75,En Proceso,Bajo
Engie,Linea de Transmision,Antofagasta,RCA-4766,2017,Calidad de Aguas,Anual,Operacion,10,1,17.0,67815,Media,47,En Proceso,Medio
Enel,Parque Eolico,Metropolitana,RCA-9945,2021,Ruido,Mensual,Medio Ambiente,15,2,18.0,73332,Baja,30,Pendiente,Alto
AES Andes,Parque Eolico,Coquimbo,RCA-5661,2025,Ruido,Trimestral,Operacion,21,0,27.0,94132,Baja,26,Pendiente,Alto
CGE,Subestacion,Coquimbo,RCA-9653,2021,Reforestacion,Trimestral,Medio Ambiente,147,2,31.0,112573,Baja,88,Completado,Bajo
Colbun,Subestacion,Biobio,RCA-4239,2016,Flora y Fauna,Trimestral,Construccion,276,1,4.0,53648,Alta,60,En Proceso,Medio
Enel,Linea de Transmision,Valparaiso,RCA-9272,2021,Emisiones Atmosfericas,Trimestral,Construccion,316,0,2.0,63180,Media,86,Completado,Bajo
Enel,Central Hidroelectrica,Atacama,RCA-3804,2023,Calidad de Aguas,Mensual,Operacion,70,1,5.0,70035,Alta,61,En Proceso,Medio
Engie,Parque Solar,Antofagasta,RCA-9031,2018,Residuos,Trimestral,Territorio,343,2,17.0,81489,Baja,70,En Proceso,Bajo
Enel,Central Hidroelectrica,Valparaiso,RCA-1869,2013,Emisiones Atmosfericas,Trimestral,,335,2,39.0,94318,Alta,94,Completado,Medio
CGE,Subestacion,Valparaiso,RCA-6526,2019,Ruido,Semestral,Permisos,260,2,32.0,92918,Baja,61,En Proceso,Bajo
CGE,Parque Eolico,Biobio,RCA-8741,2013,Arqueologia,Semestral,Territorio,131,0,29.0,86352,Media,60,En Proceso,Bajo
Transelec,Parque Eolico,Antofagasta,RCA-5694,2011,Reforestacion,Mensual,Operacion,135,1,16.0,55996,Media,65,En Proceso,Bajo
CGE,Parque Solar,Coquimbo,RCA-9998,2012,Reforestacion,Mensual,Territorio,22,1,1.0,70721,Media,6,Pendiente,Alto
AES Andes,Central Hidroelectrica,Atacama,RCA-2934,2010,Flora y Fauna,Anual,Permisos,211,1,12.0,41567,Alta,61,En Proceso,Medio
Enel,Subestacion,Coquimbo,RCA-6172,2010,Flora y Fauna,Trimestral,Medio Ambiente,93,2,19.0,99468,Alta,61,En Proceso,Medio
CGE,Linea de Transmision,Valparaiso,RCA-1703,2016,Ruido,Semestral,Territorio,247,1,9.0,75849,Media,64,En Proceso,Bajo
Engie,Parque Solar,Atacama,RCA-3523,2023,Calidad de Aguas,Mensual,Operacion,354,1,7.0,45896,Alta,72,En Proceso,Medio
Transelec,Parque Eolico,Metropolitana,RCA-3639,2025,Reforestacion,Trimestral,Operacion,21,2,30.0,133831,Alta,18,Pendiente,Alto
Enel,Parque Solar,Valparaiso,RCA-7159,2023,Emisiones Atmosfericas,Trimestral,Permisos,227,1,15.0,11307,Media,78,En Proceso,Bajo
Transelec,Linea de Transmision,Coquimbo,RCA-4909,2014,Flora y Fauna,Semestral,Permisos,214,1,4.0,73432,Alta,60,En Proceso,Medio
Enel,Parque Solar,Coquimbo,RCA-2164,2012,Ruido,Mensual,Construccion,103,5,6.0,107861,Alta,94,Completado,Medio
Engie,Subestacion,Biobio,RCA-1619,2016,Calidad de Aguas,Mensual,Construccion,17,2,38.0,62869,Alta,17,Pendiente,Alto
Transelec,Subestacion,Coquimbo,RCA-8982,2023,Ruido,Trimestral,Construccion,323,2,35.0,79136,Media,91,Completado,Bajo
Colbun,Parque Solar,Antofagasta,RCA-4066,2011,Ruido,Semestral,Medio Ambiente,274,1,2.0,86967,Media,91,Completado,Bajo
AES Andes,Parque Eolico,Valparaiso,RCA-5872,2012,Calidad de Aguas,Anual,Operacion,191,2,5.0,17817,Alta,67,En Proceso,Medio
AES Andes,Linea de Transmision,Los Lagos,RCA-9638,2010,Calidad de Aguas,Anual,Construccion,278,2,8.0,47754,Media,70,En Proceso,Bajo
Enel,Subestacion,Los Lagos,RCA-3337,2025,Calidad de Aguas,Anual,Operacion,137,1,30.0,73489,Media,79,En Proceso,Bajo
Colbun,Linea de Transmision,Atacama,RCA-9400,2017,Ruido,Mensual,Permisos,18,0,19.0,72949,Media,7,Pendiente,Alto
Transelec,Linea de Transmision,Coquimbo,RCA-6594,2011,Flora y Fauna,Mensual,Medio Ambiente,285,1,30.0,41340,Alta,87,Completado,Medio
Colbun,Parque Eolico,Biobio,RCA-3460,2024,Residuos,Mensual,Permisos,48,2,31.0,74501,Alta,50,En Proceso,Medio
Colbun,Central Hidroelectrica,Biobio,RCA-7820,2016,Residuos,Mensual,Operacion,299,2,16.0,88382,Media,97,Completado,Bajo
Transelec,Subestacion,Coquimbo,RCA-6546,2020,Ruido,Semestral,Construccion,108,3,,107248,Baja,97,Completado,Bajo
Engie,Parque Eolico,Antofagasta,RCA-4442,2018,Ruido,Semestral,Permisos,66,1,22.0,80206,Media,35,Pendiente,Medio
Colbun,Central Hidroelectrica,Biobio,RCA-3711,2015,Flora y Fauna,Mensual,Territorio,57,0,33.0,52283,Media,31,Pendiente,Medio
Colbun,Parque Eolico,Los Lagos,RCA-2291,2011,Calidad de Aguas,Trimestral,Medio Ambiente,313,1,22.0,89300,Media,69,En Proceso,Bajo
Engie,Linea de Transmision,Atacama,RCA-6374,2011,Ruido,Anual,Operacion,122,2,8.0,92227,Alta,68,En Proceso,Medio
Colbun,Central Hidroelectrica,Valparaiso,RCA-3655,2018,Reforestacion,Trimestral,Construccion,325,0,37.0,70912,Baja,62,En Proceso,Bajo
Colbun,Subestacion,Metropolitana,RCA-7513,2019,Arqueologia,Mensual,Permisos,135,1,12.0,65591,Media,61,En Proceso,Bajo
Colbun,Subestacion,Antofagasta,RCA-8394,2017,Calidad de Aguas,Trimestral,Medio Ambiente,303,5,5.0,63545,Alta,95,Completado,Medio
AES Andes,Linea de Transmision,Biobio,RCA-1704,2023,Reforestacion,Mensual,Construccion,310,2,25.0,90671,Media,67,En Proceso,Bajo
CGE,Subestacion,Valparaiso,RCA-1825,2023,Ruido,Trimestral,Permisos,203,0,29.0,71460,Media,68,En Proceso,Bajo
Engie,Linea de Transmision,Metropolitana,RCA-1376,2023,Arqueologia,Trimestral,Operacion,40,3,13.0,83348,Baja,55,En Proceso,Medio
Colbun,Linea de Transmision,Coquimbo,RCA-1972,2018,Reforestacion,Mensual,Territorio,283,1,26.0,56356,Media,93,Completado,Bajo
AES Andes,Subestacion,Coquimbo,RCA-5213,2013,Emisiones Atmosfericas,Anual,Territorio,220,2,,76833,Alta,89,Completado,Medio
Engie,Parque Eolico,Atacama,RCA-1443,2013,Flora y Fauna,Trimestral,Operacion,78,0,29.0,47463,Alta,67,En Proceso,Medio
Enel,Central Hidroelectrica,Metropolitana,RCA-8519,2024,Arqueologia,Trimestral,Medio Ambiente,310,1,12.0,60390,Media,67,En Proceso,Bajo
Enel,Subestacion,Coquimbo,RCA-1754,2024,Ruido,Anual,Operacion,59,2,28.0,76167,Media,32,Pendiente,Medio
Colbun,Central Hidroelectrica,Coquimbo,RCA-5735,2025,Residuos,Mensual,Permisos,16,0,9.0,56417,Media,10,Pendiente,Alto
AES Andes,Central Hidroelectrica,Los Lagos,RCA-6396,2011,Reforestacion,Mensual,Medio Ambiente,87,0,10.0,65082,Baja,54,En Proceso,Bajo
AES Andes,Parque Eolico,Biobio,RCA-4465,2023,Ruido,Semestral,Territorio,36,1,26.0,93983,Baja,34,Pendiente,Medio
Engie,Linea de Transmision,Atacama,RCA-3711,2019,Residuos,Mensual,Permisos,90,0,36.0,67567,Media,71,En Proceso,Bajo
Engie,Parque Solar,Valparaiso,RCA-3407,2010,Flora y Fauna,Semestral,Construccion,236,2,11.0,65886,Alta,89,Completado,Medio
AES Andes,Central Hidroelectrica,Coquimbo,RCA-9814,2019,Flora y Fauna,Mensual,Construccion,279,4,6.0,52785,Media,86,Completado,Bajo
Engie,Parque Solar,Los Lagos,RCA-6588,2022,Calidad de Aguas,Mensual,Construccion,205,2,4.0,61966,Media,64,En Proceso,Bajo
AES Andes,Subestacion,Antofagasta,RCA-7104,2013,Reforestacion,Trimestral,Territorio,55,0,27.0,74841,Media,49,En Proceso,Bajo
CGE,Parque Solar,Antofagasta,RCA-6747,2019,Calidad de Aguas,Mensual,Operacion,324,1,24.0,90825,Media,80,Completado,Bajo
AES Andes,Parque Solar,Valparaiso,RCA-2723,2019,Residuos,Semestral,Medio Ambiente,260,3,5.0,36615,Media,62,En Proceso,Bajo
Enel,Parque Solar,Metropolitana,RCA-8224,2020,Residuos,Trimestral,Territorio,245,0,3.0,95091,Media,100,Completado,Bajo
Engie,Linea de Transmision,Atacama,RCA-2919,2017,Flora y Fauna,Anual,Permisos,209,1,,65454,Alta,63,En Proceso,Medio
AES Andes,Subestacion,Los Lagos,RCA-1918,2011,Arqueologia,Semestral,Permisos,200,3,24.0,72642,Media,83,Completado,Bajo
AES Andes,Parque Eolico,Biobio,RCA-5215,2022,Residuos,Mensual,Construccion,248,0,22.0,92614,Alta,66,En Proceso,Medio
Engie,Central Hidroelectrica,Los Lagos,RCA-1581,2021,Residuos,Semestral,Medio Ambiente,324,0,12.0,130624,Alta,83,Completado,Medio
CGE,Linea de Transmision,Antofagasta,RCA-4881,2020,Reforestacion,Trimestral,Construccion,5,2,35.0,88616,Alta,10,Pendiente,Alto
CGE,Central Hidroelectrica,Antofagasta,RCA-4909,2017,Arqueologia,Trimestral,Permisos,93,0,17.0,62717,Alta,61,En Proceso,Medio
Engie,Subestacion,Valparaiso,RCA-2999,2010,Calidad de Aguas,Semestral,Permisos,286,1,3.0,79627,Alta,100,Completado,Medio
Transelec,Parque Solar,Metropolitana,RCA-1400,2024,Calidad de Aguas,Trimestral,Operacion,143,1,,85528,Alta,65,En Proceso,Medio
Engie,Parque Eolico,Metropolitana,RCA-4648,2010,Residuos,Trimestral,Operacion,91,3,6.0,39933,Media,66,En Proceso,Bajo
Engie,Parque Eolico,Valparaiso,RCA-6445,2013,Reforestacion,Trimestral,Operacion,6,1,36.0,47904,Media,37,Pendiente,Alto
CGE,Central Hidroelectrica,Los Lagos,RCA-3628,2016,Calidad de Aguas,Mensual,Construccion,353,2,17.0,85067,Alta,77,En Proceso,Medio
CGE,Subestacion,Antofagasta,RCA-2656,2018,Calidad de Aguas,Mensual,Medio Ambiente,172,1,22.0,88226,Media,68,En Proceso,Bajo
Engie,Central Hidroelectrica,Los Lagos,RCA-1620,2025,Emisiones Atmosfericas,Trimestral,Operacion,123,0,1.0,84454,Media,87,Completado,Bajo
Engie,Linea de Transmision,Los Lagos,RCA-1246,2014,Reforestacion,Mensual,Territorio,84,0,3.0,91285,Media,48,En Proceso,Bajo
Engie,Parque Eolico,Atacama,RCA-6212,2011,Calidad de Aguas,Mensual,Operacion,115,0,16.0,65749,Alta,63,En Proceso,Medio
CGE,Parque Eolico,Antofagasta,RCA-4339,2021,Flora y Fauna,Mensual,Construccion,169,1,35.0,102013,Alta,63,En Proceso,Medio
Engie,Parque Solar,Metropolitana,RCA-7758,2016,Ruido,Trimestral,Medio Ambiente,223,1,14.0,120539,Media,72,En Proceso,Bajo
Engie,Linea de Transmision,Biobio,RCA-8086,2020,Residuos,Mensual,Operacion,9,0,180.0,58883,Alta,27,Pendiente,Alto
Colbun,Central Hidroelectrica,Los Lagos,RCA-4010,2011,Residuos,Semestral,Medio Ambiente,219,1,,43519,Media,70,En Proceso,Bajo
Transelec,Linea de Transmision,Antofagasta,RCA-5719,2018,Flora y Fauna,Mensual,,199,1,31.0,73166,Alta,61,En Proceso,Medio
Enel,Linea de Transmision,Los Lagos,RCA-3368,2018,Ruido,Trimestral,Permisos,286,1,24.0,96959,Alta,65,En Proceso,Medio
Transelec,Parque Eolico,Atacama,RCA-2839,2012,Ruido,Trimestral,Medio Ambiente,10,3,19.0,91528,Baja,11,Pendiente,Alto
Colbun,Subestacion,Coquimbo,RCA-3903,2022,Flora y Fauna,Trimestral,Operacion,304,1,37.0,78579,Alta,99,Completado,Medio
Enel,Parque Eolico,Antofagasta,RCA-7205,2025,Arqueologia,Mensual,Construccion,62,1,1.0,17221,Media,66,En Proceso,Bajo
Engie,Subestacion,Valparaiso,RCA-5395,2017,Arqueologia,Anual,Construccion,341,2,25.0,57670,Media,83,Completado,Bajo
Colbun,Linea de Transmision,Coquimbo,RCA-6767,2020,Ruido,Anual,Construccion,306,1,10.0,102618,Alta,68,En Proceso,Medio
Engie,Parque Eolico,Los Lagos,RCA-4691,2013,Arqueologia,Semestral,Construccion,106,2,18.0,31357,Baja,85,Completado,Bajo
CGE,Parque Solar,Valparaiso,RCA-8470,2012,Arqueologia,Anual,Medio Ambiente,52,1,1.0,75516,Media,33,Pendiente,Medio
AES Andes,Linea de Transmision,Valparaiso,RCA-4841,2010,Arqueologia,Trimestral,Construccion,280,0,29.0,60665,Media,100,Completado,Bajo
Colbun,Parque Eolico,Valparaiso,RCA-5348,2014,Ruido,Trimestral,Permisos,167,1,13.0,91343,Media,63,En Proceso,Bajo
CGE,Parque Solar,Antofagasta,RCA-7621,2022,Arqueologia,Semestral,Territorio,336,0,4.0,33314,Baja,93,Completado,Bajo
Colbun,Parque Solar,Metropolitana,RCA-2392,2023,Residuos,Trimestral,Medio Ambiente,200,1,12.0,67472,Media,81,Completado,Bajo
Colbun,Subestacion,Los Lagos,RCA-7060,2020,Emisiones Atmosfericas,Semestral,Medio Ambiente,328,1,19.0,78917,Alta,72,En Proceso,Medio
